,cafe_id,message,point1
2704,1983315941,"넓은 정원과 바다를 품은 모습이 인상적
음이태원 라운지 바에서 흘러나오는 음악으로 분위기 있고
바다가 코앞이고 소나무도 많아서 분위기 굿
말똥냄새도 향긋하게 느껴졌당",1
2706,1983315941,"제주도 오면 항상 오는곳 ! 시원한 바다 보며 휴식하기 좋은곳이에요 , 단점이라면 가격이 비싸다는것과 예전과 비교했을때 음악이 바껴서 그런가 분위기가 조금 산만해졌네요 ~ ",1
2707,1983315941,경치좋은 카페 ,1
2709,1983315941,하태하태!! 🥂🍸🍹🍷🥃🍻,1
2710,1983315941,인조잔디에 개똥주의.직원불친절.음료 엄청비쌈!,0
2712,1983315941,가격대가 좀 있음. 분위기를 보고 가는 집. 맛은 특별할 건 없음! 밤에도 분위기 괜찮네요. 한번쯤은 가볼만한 곳,1
2713,1983315941,"뷰와 분위기가 어마무시함~
날 따뜻한날 널부러져있기 좋음..ㅎ",1
2714,1983315941,비싸다 머그컵에 먹고싶은데 일회용컵 만 있다고 풍경은좋아요,0
2715,1983315941,훌륭합니다,1
2716,1983315941,음악 좋아요 비교불가,1
2717,1983315941,전망이 좋은 카페입니다.  카페 앞에 바다와 소나무가 있어 아주 좋습니다. ,1
2718,1983315941,계단에서 미끄러졌는데 직원이고 사장이고 아무도 안오고 멀뚱히 쳐다볼뿐 괜찮냐는 사람도없고 미끄럼 주의표시도 없고 직원들 서비스마인드가 전혀.... 아니네요 별점 1개도 아까움,0
2719,1983315941,외국같이 예쁘더라구요 또가고싶어요!,1
2720,1983315941,편안합니다!!,1
2721,573133854,"맛없거나 불친절한건 아닌데, 그래도 7천원 넘는 값 치고는..  특별할거 없는 카페.,",1
2722,162122149,작년에 하와이 여행갔다가 아일랜드빈티지 아사이볼이 유명하다고 해서 이건 꼭 먹고 가야지~맘먹었던 음식중 하나죠!! 중독성이 강한 매력 때문인지 다음날 또 매장가서  주문을 하고 2틀연속 먹었던 기억이 나네요~  우연하게도 제주여행계획 6월에 잡혀 있는데 오픈 넘 기다려지네요~^^   ,1
2723,162122149,하와이에서 먹었던 아일랜드빈티지커피 아사이볼을 제주도에서 맛볼수 있겠네요. 기대가 큽니다.,1
2724,1338197965,"깔끔 친절 
커피테이크아웃3500원",1
2725,1338197965,"카페 이쁘고 친절하심 ㅎㅎ
공항 근처라서 좋아요
베이커리류도 직접 만드신다는데 에그타르트가 진짜 맛있었음",1
2726,1812243909,음료 가격도 비싼데 고양이가 있는 공간이 분리되어잇어서 요금을 내야 들어갈수잇어요. 심지어 입장 요금도 비싸요 거의 만원이엇던가..이건 정확한 가격은 아니지만 비쌌어요.  딱히 편안한 카페도 아니엇고 비추에요ㅠ ,0
2727,1812243909,불친절해요,0
2728,1812243909,"고양이가 있는 공간과 카페는 분리되어 있으며 별도 요금을 내야 접근 가능함
그리고 14세 미만은 캣존에 못들어감
카페메뉴는 그냥저냥",0
2729,1812243909,딸기우유 맛있게 먹고 왔어요~,1
2731,1812243909,"직원들도 친절하고 무엇보다 고양이카페라고 음료에 신경쓰지 않는곳이아니라 커피나 차도 맛나고 다른 소소한 부분까지 정성들인게 느껴지는 카페여서 좋네요. 
심심할틈이없는카페?
너무 예쁘게 생긴 고양이사진 좀올릴게요

ps : 저밑외국인분(Rigard kruger)은 저 있을때 오신분인데 정신 좀 차리셧으면좋겟네요. 외국인이 무슨 특권도 아니고 일인일메뉴에 노키즈존이라고 버젓이 적혀 있는데 대여섯명 우루루 와서 차한잔시켜놓고 다른 손님이 있든 없든 소란스럽게 떠들고 모유수유하고 직원이 제지하니 거기에 앙심을 품어서 저렇게 올렷나보네요. 외국인인건 특권이 아닙니다. 손님이 예의를 갖추는데 직원이 불친절했을까요.
제가 꽤 오래 있엇는데 직원분들 
너무 예의바르고 친절하십니다.
앞에서 항의하거나 클레임 걸 자신은 없으시고 소심하게 댓글로 이러시는건 아니라고봅니다. 애기 이쁘게 생겻던데 다 보고 배웁니다. Rigard Kruger!!!정신 좀 차리시길",1
2732,1812243909,"Treat their customers terribly. Avoid. Gave them benefit of the doubt after one bad experience, but a different staff member on another day was also rude. Definitely not worth coming to.",0
2733,1812243909,고양이들 아주 귀여워요 커피맛도 괜찮아요,1
2734,1812243909,냥이들 너무 귀엽고 커피도 맛있었어요,1
2735,1812243909,커피도 맛있고 고양이들도 귀여워요,1
2736,1812243909,고먐미들 너무 귀엽고 음료랑 디저트도 맛있었는뎅 고먐미가 도지마롤만 보면 먹으려고 달려오니 조심하세요,1
2737,1812243909,주문은 오래 걸리지만 너무 귀여우니 용서됨,1
2740,1812243909,"제주도 협재 카페 ! 요즘 핫한 커피타는야옹이. 커피, 음료도 맛있구 ㅎㅎ 8마리 야옹이들과 시간 가는줄 모르고 놀다가 왔습니다. ㅎㅎ",1
2741,1812243909,우리 야옹이들 보고 힐링하러 가요~ 애교는 없어도 애들이 낯가림이 심하지 않아서 괜찮았네요.,1
2742,778794593,친절하고 음료들도 맛있어요 스무디류 괜찮아요 벽면에 영화틀어놓으시는게 참 분위기있어요,1
2743,778794593,사장님 완전친절하시구  분위기굿 인생사진남길수 있는곳  ,1
2744,778794593,"글쓰러 자주 들리는 카폐입니다. 아담하고 아늑한 기분에 작업 효율이 올라가네요^^ 
음료의 맛도 더할나위 없이 좋습니다.",1
2745,778794593,2층으로 되어있는데 작아요~그치만 분위기 너무좋네요~인테리어도 잘되어있고 조용하게 즐길수있어요~^^  혼자거나 친구들이랑 조용한 분위기를 즐기고 싶으면 여기로 선택하면 딱!!!!!,1
2746,778794593,카페 감성이 너무 조와요ㅠㅠ 하나하나 신경쓴게 다 보였어요!!! 음료도 넘 맛있고 사장님도 완전 친절하십니다ㅎㅎ강추강추 아 그리고 브라우니도 너무 안달고 맛있어요~!,1
2747,19637598,휴업.,0
2748,19637598,노키즈존 :D,1
2749,19637598,커피맛 인테리어 음악 다 좋아요,1
2750,19637598,제주도 최고의 커피,1
2751,19637598,노키즈존,0
2752,19637598,노키즈존...,0
2753,19637598,노키즈존,0
2756,19637598,용두암 용연구름다리 건너 소재한 바닷가 커피집. 경치와 커피는 너무 좋다.,1
2757,19637598,전 커피맛은 잘 몰라 패스. 위치는 용영교가 잘 보이는 곳이라 가만히 앉아서 즐기기에 좋습니다.,1
2760,19637598,"우리나라뿐만아니라 세계에서도인정하는
최고의 바리스타님의 커피를맛볼수있는곳

드립도최고지만 에스프레소가 아주좋습니다
아메리카노추천",0
2761,19637598,제주 최고의 커피맛.,0
2762,19637598,"드립커피 전문점^^  
분위기 좋고 친절하신 바리스타님  
고급스러운 잔 맛 향기",0
2763,19637598,커피맛도좋고 분위기도좋고 바다도보여서 더 좋고 사장님은 굉장히 친절하시고 인심이 좋으시네요 대박나시길 기원합니다^^,1
2764,19637598,커피맛이 예술이에요,1
2765,19637598,분위기도 좋고 커피도 좋고  ^^,1
2766,1828484014,툿섬은 다 좋은데 커피값이 비싼편이고 소파가 불편,0
2768,897536273,"커피가 진짜 맛있었네요, 창밖으로 보이는 감귤밭도 너무 이쁘고, 카페도 편하고 사장님도 친절하시네요. 
나중에 또 커피가 생각나서 다시 오고싶어지는 곳이될것같습니다. 추천합니다",1
2769,897536273,Very cozy coffee shop with amazing coffee and beverages!! Love! ,1
2770,897536273,카페 뒤에 있는 귤밭보고 힐링했어요 ! 사장님이 내려주신드립커피도 최고였습니다 :)),1
2771,638371572,"세상에,,, 쑥 파운드 캐잌 당신은 대체,, ",1
2772,638371572,"한적해서 더 좋았던 공간,,,!!
엄청 친절하신데, 카페 내부 인테리어도 예쁘고
편하게 쉬어갈 수 있었습니당
",1
2773,22673337,옛쎨~♡,1
2774,1791921485,아도록플레이트와 프렌치토스트와 아메리카노 환상조합이네요 사장님도 친절하시고 맛도있어요 분위기깡패 굳굳,1
2775,1791921485,앞마당 이쁨,1
2776,1791921485,"카페 앞마당과 바다뷰가 매우이뻤음.
한라봉에이드 맛있음!! 팬케이크도 양도 넉넉하고 맛있긴했는데 먹다보니 버터가녹아 초금느끼함(평소 느끼한음식못먹는편이라 더그럴수있음) 가격대비약간아쉬움. 사람이없어서 넓은곳에서 여유롭게 즐기다옴 여름,가을에가면 좋을듯",1
2777,1791921485,맛도 좋고 플레이팅도 멋져서 즐겁게 먹었습니다. 브런치로 추천할게요,1
2778,1791921485,팬케익 맛대비 가격이 비싸다. 관광지라 비싼가보다. ,1
2779,1791921485,커피와 당근쥬스가 별로 맛없으면 어떠하리 친절한 가게 분위기와 눈이가는 인테리어 -펄럭펄럭 휘날리는 커텐과 레이스 인테리어 외부의 빈백 넓은 마당 조용한 시골마을에 잔잔한 노래(비록 캐롤은 취향이 아닐지라도) 마당의 흰 강아지-는 좀 인위적이긴 하지만 충분히 감동적. 담엔 꼭 날좋은날 친구들이랑 디저트 시켜먹고 실컨 사진 찍으러 와야지. ,1
2781,1791921485,수무디같이 부드러운 수박주스와 촉촉한 당근케이크 지존의 맛,1
2782,1791921485,비오는 날 평대리에 찾아가서 잘쉬다갑니다! 바다도 잘보이고 정원도 인테리어도 너무 잘되서 이뻤어요!ㅎㅎ아도록이란 뜻도 멋있어요:),1
2783,1791921485,"아메리카노,카페라떼,귤쥬스,팬케잌 모두맛있구요
커피숍인테리어가 특히예뻐서 여자들이 사진찍기죠은 곳이에요
근데 사장님이 가는길에 문앞까지 나오셔서 즐거운여행되세요 라고배웅해주셔서 넘고맙고좋았어요
제주도와서 많이먹고돌아다니는데 다 장사가잘돼서 그런지 어서오세요  소리도 듣기힘든데 이런친절은 처음받아봐요
번창하세요17년10월5일방문함^^",1
2784,624719590,"오가닉여름소다 딸기우유 꿀수박을 마시고
앙버터랑 찹쌀떡을주문했어요
오가닉여름소다 시원하고 적당히달고 개운하니 너무 맛있었어요
딸기우유는 아시는 그맛입니다 딸기청에 우유
꿀수박도 수박쥬스ㅎ 맛있었어요
앙버터도 바삭하고 고소했구요
다만찹쌀떡이 시판찹쌀떡사이에 포도만끼운 느낌
(혹시 아니면 죄송해요) 그냥 그런식감과 비슷했어요
친절한사정님 맛있게 잘먹고 갑니다",1
2785,624719590,세화해변 근처 길 걷다가 우연히 들어간 곳인데 너무 맛있어서 세 번이나 재방문했어요! 모든 디저트가 다 맛있는 곳- 특히 과일찹쌀떡이 엄청 맛있어요 :),1
2786,624719590,커피 맛있어요,1
2787,27411422,오드리를 닮은 고양이가 행복한 꿈을 꿀 듯한 커피전문점이네요,1
2788,1182742651,"올레길 걸은후 이용했는데 너무좋음
한라산 등반후에도 일부러 여기로 버스40분 타고 다시방문ㅎ    족욕중 사장님께서 어깨 마사지 간략히 해주시는데  그것도 엄청 큰 도움 됨 ",1
2789,1182742651,사장님  친절하셔요 물집 잡혔다니까 바늘 주시면서 빼는 법 알려주시고. 그런 분 많았나봐요 ㅎㅎ 차와 함께 나오는 말린 귤도 좋았어요.,1
2791,20635890,좋은생각가치있는 계획오늘도 행복하세요.,1
2792,20635890,"세상에서 가장편한 대화의 장으로
만들어 나가겠습니다. 감사합니다.
~~꾸벅 ~~~꾸벅~~~~꾸벅~~",1
2793,1771624099,당근케익 맛있어요,1
2794,1771624099,바다를 보며 편안히 쉬어 갈 수 있는 분위기의 카페,1
2795,1771624099,여유롭고 뷰도 좋고,1
2796,1771624099,전망 굿. 커피 굿. 케이크도 굿,1
2797,1771624099,"당근케이크도 맛있고 
커피도 맛있고:) ",1
2798,1771624099,펜션깔끔함,1
2800,1771624099,한라산까페보다 당근케잌이더맛나요,1
2802,1771624099,건물이 깔끔하고 케익이 맛있네요~,1
2804,20303654,"올레3코스 걷다가 들어갔어요
화장실도 쓰게해주시고 귤도 주시고
맛난커피도 마시고 귤쨈도 사왔어요
올레3코스는 중간에 화장실도 마땅찮았는데 

우리 올레캠프 회원님들 같이 쉬어왔어요
",1
2805,20303654,"다마스 태풍 구경 왔는데.. 헐~~~ 
이타풍에 커피 파는곳이.. 
그것도 바닷가 바로앞.
사장님의 오카리나 소리에 감동 모드..",0
2806,20303654,편안한 잠자리와 맛있는 커피 그리고 멋진 바닷가~~,0
2807,20303654,"조용한 바닷가 까페에서 시간 가는줄 모르고 커피 한잔 하기에 너무 좋은곳, 민박도 하고 있어서 파도소리와 함께 잠을 청할 수 있을 듯 그리고 매주화요일에 휴무.",0
2808,20303654,동생네 가족과 부모님 모시고 9명이 갔는데 모두 200% 만족하고 왔습니다. 사장님 인심도 엄~~청 후하시고 바닷가가 바로 앞이어서 바다만 바라봐도 힐링이됩니다. 저희가 갔을땐 날이 흐리고 바람도 많이 불었는데 날 좋고하면 돌 문어도 잡을수 있다고 하네요 완전완전 좋아요,1
2809,20303654,포근하고 마음이 평화로운  곳 또가고 싶네요,1
2810,20303654,운 젛으면 돌고래쇼도 볼 수 있는 숨은 공간..^^,1
2811,20303654,빛의 카페이며 일출과 일몰을 동시에 감상할수 있는 명소~가까우면 자주 갈텐데~시제가족과 함께 숙박하고 일출을 함께보고 차한잔하는 이시간이 넘 행복하네요~강력 추천합니다~*^0^*,1
2812,20303654,아침엔 민박집 커다란 창문으로 일출을 보고해질녘엔 1층 카페에 앉아 해가 지는 노을을 보고한적하고 아름다운 풍경에 마음이 편안해지는 곳입니다.또 가고 싶은 곳이네요. 힐링과 휴식이 필요할때 가보세요.,1
2813,20303654,정말 반짝반짝이는 예쁜바다를 카페에 앉아서 여유롭게 즐길수있는 아름다운카페예요. 소품들도 너무 예쁘고 윗층 민박도 깔끔하고 예쁨곳이라서 다음에 또 한번더 방문하고 싶네요,1
2814,378587552,"조용하고 감성도 넘치는 예쁜 곳
사장님도 왕 친절하셔요!",1
2815,378587552,"맛있고 분위기 좋음.
한적한 위치라 더 좋네요",1
2816,378587552,"두 모금 마시고 찍는거라 잘 찍히진 않았지만
플랫화이트 우유 거품 한방울도 없어서 슬펐어요..",0
2817,378587552,사장님 넘 친절하시고 커피도 맛있어요~ 분위기도 쵝오 사진찍어두이뻐욤,1
2818,378587552,"Amazing! Quaint and warm feels.. Fairly priced coffee, good taste too! ",1
2819,378587552,생각보다 꽤 넓고요 방이 여러개로 나눠져서 있어서 좋아요. 인테리어 구경하는 재미가 쏠쏠.. 플레이팅도 이쁘구 사장님 친절하셔요,1
2820,378587552,분위기 굿,1
2822,1632912716,2층뷰 이 세상 뷰가 아니고요,1
2823,1632912716,뷰도 이 정도면 나쁘지 않네요. 근데 창문은 좀 더러워서 깨끗했으면 더 좋았을것 같아용! 우연히 찾은 카페인데 사람도 많이 없어서 너무 좋아요:),1
2824,1632912716,위치가 짱이에요,1
2825,1632912716,"커피가격도 저렴한데 맛도 좋아요!
제주도 거의 6천원 이상에 맛없는 곳도 많은데 여긴 커피맛, 가격, 뷰 다 좋아요",1
2826,1632912716,"수우동 갔다가 커피마시러갔는데 
바다가 바로 보이는 2층 넘 좋았어요! 
사람 바글바글 한데 보다 훨씬 만족해요 강추요

",1
